Model,Brake Horsepower (BHP),Torque (Nm),Fuel Consumption (L/100km),CO2 Emissions (g/km),NOx Emissions (g/km),RPM (Revolutions Per Minute),Load Percentage,Coolant Temperature (°C),Oil Temperature (°C),Oil Pressure (kPa),Intake Manifold Pressure (kPa),Exhaust Back Pressure (kPa),Vibration Levels,Noise Levels (dB)
Eicher Pro 6025,205.1278791,2801.661099,14.04792691,480.6925427,3.847678759,1091.773439,25.3279742,85.21409791,103.1514957,258.5474426,80.75758484,10.5889206,0.849713647,70.67497396
Mahindra Blazo X 35,333.3828128,2126.724274,17.23605661,318.0246756,3.215919109,2075.539836,12.91108385,93.30014823,69.61643718,282.4140483,142.4189532,15.75785643,0.703074558,73.17749022
Ashok Leyland 2518,469.7732328,1218.041365,11.68515505,113.4297224,1.891797313,2249.858387,36.72594002,98.14185258,103.2719979,220.9663776,76.93694661,12.96456362,0.548105524,84.71490547
Volvo FH 520,266.9004323,1606.202144,17.07019284,407.2755554,4.462544446,2145.480465,89.78894188,85.91171403,92.73221836,248.5959362,142.6449741,19.27422352,0.867029065,75.1970456
Volvo FH 520,168.1295934,1437.499785,5.451871677,332.7152089,0.513343462,1264.622708,66.49500385,92.5515911,107.8020137,226.3649308,116.4047698,19.83975042,0.111368238,73.32743735
Mahindra Blazo X 35,239.1786369,1646.452279,10.89950562,110.7131447,0.546983916,2031.432157,82.7168089,82.16622202,69.73515265,275.0300096,143.6411316,30.28083118,0.139646219,87.39881497
Eicher Pro 6025,187.6844972,1413.495076,8.40670061,266.8067201,2.960837106,1823.151585,87.3798482,99.26987128,102.2345437,295.9821189,118.5946499,18.4140751,0.529430381,82.85295308
Mahindra Blazo X 35,190.7407051,2080.184104,12.01291189,170.2447338,3.693200966,2424.913626,37.4833315,99.10643737,115.6668781,391.9905291,140.1729673,44.23125158,0.875013884,85.65880309
Volvo FH 520,222.0913502,1809.449604,7.606585415,329.7143788,2.160945136,1898.307623,22.40817579,83.1025588,110.4602742,334.3002855,68.21347994,25.77061229,0.806913415,84.65327041
Volvo FH 520,207.3665259,2969.729698,10.94456831,216.0983459,3.234915252,1229.209573,34.02894738,83.93985477,90.52922061,278.2844328,96.47261179,48.33235684,0.730596731,70.75507835
Mahindra Blazo X 35,219.3594995,2564.717279,7.883175218,432.252498,4.60413302,1866.8632,83.59353778,87.54140298,117.4656576,365.9569321,103.8983422,25.05224392,0.109330546,83.72892761
Ashok Leyland 2518,423.5892737,2104.964521,11.81213582,228.8994253,0.193020713,1611.541764,32.34703056,81.46200104,103.4642239,380.2820542,105.7519176,41.75398046,0.984240229,83.39957269
Tata 407,190.5572282,1889.88741,8.441134008,455.4758007,0.370643186,1859.165403,50.80047807,94.12249626,110.3292539,260.7243918,98.81355271,28.32661142,0.501606691,85.10912972
Mahindra Blazo X 35,265.0810961,2408.983733,4.396223179,466.9117286,1.588781863,1079.03331,79.39266207,95.98909969,71.26763964,374.9223776,113.1366012,10.9626884,0.323255103,75.36076055
Ashok Leyland 2518,304.3307191,1208.273074,13.1084044,476.2319239,3.652607419,1560.158072,36.1892246,84.37265936,111.4003376,288.0126435,99.97521138,20.68637172,0.308526407,79.74395944
Eicher Pro 6025,244.9724559,1155.689703,4.577703911,313.0214451,0.741820044,1413.130237,38.59862712,95.7875272,114.8886743,310.1358377,65.80527879,25.37064511,0.292298605,84.9197134
Volvo FH 520,165.869385,1469.305881,12.56483127,184.0180316,3.895748729,1849.774076,46.34706826,91.88650981,106.9189881,393.9031385,144.0184632,43.57247859,0.281987059,77.32505046
Volvo FH 520,449.8482114,1008.986662,18.56746927,253.7547787,1.514056213,1521.374797,58.80747986,84.54599728,61.96131547,398.0212318,100.1450899,21.96000296,0.894212632,80.24872137
Mahindra Blazo X 35,388.1298578,2642.096426,8.688593047,263.0438021,0.42125432,1891.801841,56.36786403,88.84813144,99.87645929,245.7713816,74.42142323,20.82681327,0.824176303,70.13129801
Tata 407,476.6406461,1696.729491,8.769990685,247.6846457,0.206150802,2479.75297,53.09009819,90.61842336,101.3407533,211.4705983,126.6234706,28.12068615,0.891049182,76.31258854
Ashok Leyland 2518,373.3705265,2017.748201,8.85962127,356.0546381,3.309413262,2432.876617,72.84529359,90.97756808,104.8369305,251.768079,131.9617337,34.16541106,0.668628176,74.92068497
Mahindra Blazo X 35,415.8393904,2194.405822,10.8405555,271.8827262,4.010705491,1272.699919,51.71020715,93.64834359,69.85080353,348.7071969,73.77418202,48.61124258,0.540279874,81.29662175
Tata 407,200.1397013,2354.27554,10.27948551,194.6859837,3.889574823,2127.63488,90.41649107,90.70709869,62.16852349,398.771426,127.7226836,28.29451781,0.218320989,84.83165028
Ashok Leyland 2518,184.8205775,1357.894447,13.73356711,376.1284992,0.619507721,1640.515462,78.9776675,89.95034878,82.5145403,300.8394747,131.9462432,21.18188346,0.542785411,70.04728061
Eicher Pro 6025,255.2885592,1769.600781,4.50264362,167.2036775,3.743346381,2461.377464,78.27170138,87.77942577,67.12752527,394.6542458,73.64769349,34.59433256,0.446023844,86.52891042
Mahindra Blazo X 35,395.0149706,1773.317101,5.700470025,360.0113391,0.131527487,1763.559426,67.3720226,88.8410395,110.0392933,278.0468386,107.8790176,28.65854254,0.447406764,81.64024968
Eicher Pro 6025,244.4853337,1379.460305,9.183086554,431.250551,2.975419329,1684.630698,87.55678352,92.97796932,113.6110772,336.7003249,82.31701558,49.85802462,0.944735017,77.27826314
Eicher Pro 6025,477.317359,2071.758602,15.38100007,144.9430226,1.731696389,1025.493432,78.51080859,93.29684408,67.41576711,359.6500735,136.2454556,38.72115912,0.273730161,79.76807833
Eicher Pro 6025,346.7664848,2989.549913,14.67524237,129.161211,2.33399197,1836.838449,13.04266877,82.67114029,113.5745088,360.2392076,129.872016,40.98631242,0.400838767,89.42152273
Eicher Pro 6025,269.5310343,1943.550882,12.01332515,396.8281198,4.984714524,1087.265619,36.83271983,83.48914838,72.3029147,246.1608055,82.49946329,22.67817539,0.520225207,70.89047429
Ashok Leyland 2518,160.7234527,2648.541837,12.26195821,213.0469834,4.983153686,1250.987358,58.53864334,91.75882062,109.4915515,252.1074366,145.7770646,26.04992618,0.509903385,87.66417093
Ashok Leyland 2518,154.176828,1541.817162,14.05199433,120.1399774,2.158858088,1507.862658,46.75895347,97.33148817,116.8561228,344.1725457,76.30782594,25.2164826,0.775221283,74.73576763
Mahindra Blazo X 35,259.7436763,2767.496322,17.8679093,261.6842236,3.826451062,1830.749527,85.53358545,94.09250394,70.23668318,359.6511347,71.57374955,20.0848061,0.920339621,77.78661414
Ashok Leyland 2518,425.930207,2930.372232,4.904178545,167.565931,4.206791164,2184.020162,18.11014476,83.8010844,116.3812322,284.714391,76.69299247,38.44473605,0.260336605,75.83653241
Volvo FH 520,311.6139843,2729.550055,9.38290435,255.4186354,1.702092882,1675.032977,48.06143715,85.09019918,111.1973543,389.5621019,141.4971387,13.84579963,0.963205003,82.76582064
Ashok Leyland 2518,327.1789517,1610.914657,19.14019723,458.836751,3.618717628,2273.056553,33.93529166,96.58334609,103.1597369,251.5442952,71.12525225,21.85726054,0.363210994,74.49532484
Mahindra Blazo X 35,358.1455882,1871.586138,17.9107415,315.5831181,3.440648284,1829.92979,16.0974135,97.01708611,64.50000304,216.2491557,143.6109446,42.76412573,0.901338942,82.2236276
Mahindra Blazo X 35,194.8974788,1568.569324,10.15825578,240.8199722,3.920225369,2361.277228,38.07162162,95.47495538,117.0296668,348.201421,111.7764686,14.10995591,0.579194658,88.15674755
Eicher Pro 6025,154.0266556,2465.331853,15.30823135,212.6258163,4.311613873,1772.207266,77.1008611,89.39222661,67.02797062,392.4500304,74.7173717,21.89519024,0.76821833,82.41077078
Eicher Pro 6025,410.6675968,1819.591103,9.382370737,133.5435811,2.857830479,2247.76442,89.27708535,82.31385074,89.58649822,314.8171535,56.42626707,30.95251765,0.45349382,85.89368014
Eicher Pro 6025,220.3618715,1097.562106,6.828678758,270.1841509,3.264274454,1348.799492,18.6352088,87.10605863,93.61628087,248.2318921,148.7768593,20.15466507,0.471429559,76.5855615
Tata 407,366.3274817,1202.174379,14.42985065,378.7326317,3.556842269,2360.743881,60.21411758,80.60792685,66.8930939,395.8795607,63.74523881,12.17282674,0.119546246,81.51547177
Ashok Leyland 2518,234.0720089,1959.994905,6.01007312,309.828512,2.961783944,2002.310371,39.79231987,87.75898979,72.60014656,219.9420911,116.1768344,27.29323776,0.9367332,89.81767509
Mahindra Blazo X 35,331.4983865,1179.020055,10.75947806,192.4330449,3.458247024,1361.314318,98.61669806,98.01390344,114.6773135,216.4653582,60.2249959,41.41918388,0.25161927,83.51279137
Volvo FH 520,479.4565882,2513.169415,12.9100572,495.3950334,4.381991342,1315.468389,75.03224756,80.1875541,114.540488,372.7100712,62.73658705,27.96290867,0.826090149,79.94794465
Ashok Leyland 2518,424.0057906,1674.282866,14.03708363,481.9720023,3.049740889,2048.447658,86.48006902,84.20560167,97.08996077,371.382344,128.8036833,25.62961337,0.49749449,88.49757012
Eicher Pro 6025,220.0723356,2376.373639,7.981109303,321.4211708,1.295366484,2143.823657,28.86661155,89.74348136,88.29500635,268.1463629,118.4573119,43.69351893,0.272494051,82.72830842
Tata 407,245.8292663,1537.058641,12.71999203,174.4860039,4.442805031,2021.716659,63.96501354,90.00694569,119.9699474,326.6183124,147.9234886,22.15563545,0.413647525,71.94233569
Tata 407,180.6803951,2105.299398,13.78775563,441.6551659,4.070511278,1175.621764,28.82622886,81.41717293,66.04895255,385.1667947,75.22059442,18.35433449,0.661510923,84.31063728
Mahindra Blazo X 35,333.4834758,2119.204907,6.145759439,276.9741861,2.053338213,2267.351576,88.1767802,94.93705637,61.77525096,220.6833924,75.78240925,25.74597159,0.453820721,89.09180722
Mahindra Blazo X 35,231.7495711,1387.260631,11.62304439,326.8239953,1.157566179,1339.799545,25.50273742,85.18530089,86.95094762,343.4649607,120.0935022,45.31595054,0.3649307,84.21553216
Mahindra Blazo X 35,243.7171172,1787.206873,18.57052863,295.1414565,1.777207157,1040.687554,85.42880675,89.80558168,95.97264675,326.0605533,88.02455506,11.09883487,0.293867246,72.3630278
Volvo FH 520,427.5398961,2753.109545,5.6860242,312.6706923,3.122583151,1084.208706,74.24270738,99.60923639,71.25360365,352.7267932,92.50038687,41.77463653,0.526321697,81.47625148
Ashok Leyland 2518,283.2885407,1985.94989,6.412657725,406.8518297,1.331672396,1966.437994,76.93290266,91.82088726,83.94657642,309.428372,66.45739644,33.45437595,0.760520892,88.02521789
Eicher Pro 6025,265.9221396,1155.769751,6.006736711,187.329651,4.939332631,2207.328274,47.72859628,82.24962375,99.8368507,307.8431934,73.45143996,32.04914509,0.793798583,70.40357357
Tata 407,174.1370581,1220.375188,19.43857758,282.4855698,3.152618871,2294.37281,51.15731649,93.31279718,97.11497522,228.3198714,95.84587377,38.68501722,0.228892779,85.13043419
Volvo FH 520,381.942175,2969.000122,18.98778302,490.7584551,2.1020915,2378.45412,23.42869204,98.69778475,78.80731952,377.6786615,140.2552567,37.77668577,0.658162726,80.46817668
Tata 407,171.5789298,2855.057178,13.08582533,441.4806711,0.968517043,1871.087281,59.228395,96.74822214,111.2772771,327.0093927,138.5741844,18.10773207,0.868852112,75.47225819
Mahindra Blazo X 35,316.1900883,2286.44449,19.03362273,334.9954427,3.985831626,1789.881169,18.42359671,86.76638404,80.80801092,308.3532611,128.5428511,47.86502533,0.388373544,78.77914989
Eicher Pro 6025,267.175306,2245.132389,19.45742138,377.8942563,4.929870502,1411.255083,20.71820202,95.07166098,73.58929517,264.3517492,73.00903578,38.00537402,0.958813555,76.23754965
Mahindra Blazo X 35,381.4983915,2111.326289,17.64718369,177.6655219,2.650068459,2496.232473,50.24339855,86.25948481,117.4093031,205.4261109,101.089663,22.27092573,0.455832862,78.44259869
Tata 407,458.6724083,1402.175207,11.19188721,211.0865282,2.604844228,1514.894386,37.04455994,84.54088026,108.2206623,275.6120752,117.2532208,31.1638638,0.910163903,84.02603393
Tata 407,161.7752749,2825.495694,4.45223865,243.881793,4.100415918,1343.645622,83.87550074,99.37191598,93.60367173,283.7224075,116.9152404,35.41597092,0.173114805,77.60225558
Mahindra Blazo X 35,220.3137193,1644.177733,14.21722467,362.7910935,0.968232458,2474.774339,41.55162839,92.54487851,68.60540678,360.5626999,100.392491,13.13551848,0.154580733,87.11957472
Eicher Pro 6025,426.1563015,2191.089202,14.10374108,307.3225389,4.942111453,1256.46412,47.65684224,92.48047941,87.41471305,379.4044316,56.91721161,47.28647195,0.999607387,86.59286841
Tata 407,210.7504287,2079.456455,10.62402407,321.2063259,1.111848834,1369.527977,55.84510722,87.08952767,84.51921055,393.7779739,143.5166445,28.13312777,0.985681913,88.50508831
Eicher Pro 6025,238.5873891,2327.794488,15.01284857,228.2998165,4.82814786,1890.29128,41.67307217,87.87526021,87.86966387,329.0706303,50.46293283,34.94464299,0.936026408,73.19707426
Tata 407,336.7938468,2666.880618,17.4276206,424.2626401,0.133060858,2421.524452,20.5246426,82.946796,112.025414,290.1774444,89.50636617,19.43628736,0.388211539,79.78008604
Eicher Pro 6025,240.7689416,1825.77997,15.38727806,162.466931,4.751541997,1421.891476,28.4499774,88.88690572,70.3448599,363.3474705,95.89761062,36.81369246,0.74220858,78.89265015
Tata 407,202.0388688,1616.86381,7.231328733,348.8470235,1.923057357,1275.112214,66.85886274,84.01505115,84.37622978,372.7759927,54.1794861,24.54566945,0.364957326,89.58383707
Tata 407,256.654002,1952.455393,9.682813909,337.653818,3.766885621,2127.94762,12.53975249,84.07280607,111.2686013,350.2774509,103.6527935,24.57082904,0.891708662,72.83291013
Tata 407,417.6656585,1132.759617,16.89439554,397.6105108,4.767817141,1289.152833,44.74221335,81.73631215,119.2494574,328.8870174,93.62328369,39.43912597,0.91194177,85.30559313
Ashok Leyland 2518,443.4677862,2994.126323,18.93813513,314.3511732,2.31202548,2408.457011,25.98304058,80.16089298,69.03848228,203.542873,122.3534305,11.02742066,0.149507621,82.86487928
Tata 407,320.0488576,1086.484139,13.31631338,409.3055674,2.951349755,2371.675913,96.21079879,98.60100541,107.3958106,293.9225803,130.1204562,13.78301014,0.264565937,82.94911571
Eicher Pro 6025,467.5822462,2588.631021,16.3389865,431.6475247,2.486470505,1532.798466,15.46562121,93.52751396,103.1606033,365.4066313,145.5853131,45.12339371,0.773039396,88.29342437
Volvo FH 520,338.4630777,1817.709544,10.2140596,250.6842481,1.520671265,2421.264595,17.36627345,93.76072962,64.96160256,287.1950061,77.81041467,19.94728875,0.658023934,85.45416936
Volvo FH 520,157.9696111,1437.406443,11.42759995,346.2055611,0.985835421,1517.453694,49.75713102,81.50440031,119.5461517,381.4582611,112.9371879,32.5300883,0.793635175,71.79199545
Ashok Leyland 2518,221.6054002,1491.661824,16.13286927,181.6953216,4.589793933,1805.076485,46.94571998,80.39561363,106.9323661,255.2060249,94.62869998,31.04182601,0.777128054,81.61350185
Mahindra Blazo X 35,497.8216576,2641.344914,8.287714516,173.6755294,4.505903219,1288.101968,31.83390241,98.35426552,68.34944284,270.1076604,125.7266444,45.30390867,0.59383376,73.48535969
Tata 407,204.0135728,1777.041402,14.78648819,175.9594194,1.864128025,1067.430338,18.41266836,85.63830875,101.2237568,292.6583929,77.25392755,43.63048422,0.251606113,81.4580377
Eicher Pro 6025,177.1761341,1203.924776,18.82190904,457.5620529,0.137116462,2135.19183,58.89154779,95.24182461,92.5536499,230.2437407,148.6367819,29.99271551,0.929496157,70.85792289
Volvo FH 520,176.6315978,1207.805359,12.88964874,182.2102313,1.382870094,1986.874229,28.23043031,90.72160316,63.33925355,205.8415128,112.2261551,35.32915715,0.285049664,77.05650435
Ashok Leyland 2518,233.4602168,1059.925988,9.591753953,156.9660157,4.943849819,2013.213242,11.86813305,94.88591787,71.16560265,318.1826105,84.70721489,45.66606554,0.243606344,76.66160182
Volvo FH 520,259.4003482,2777.304724,10.01377206,474.3143415,2.580191663,2394.021451,48.60091502,89.65207905,64.53684965,377.587585,78.71176278,41.64671766,0.846802569,79.81771511
Mahindra Blazo X 35,271.1954989,2749.56686,5.940617771,319.6672258,2.400336801,2041.41212,28.24681205,83.07071823,113.8974351,383.7931649,101.8543701,49.2617515,0.643220452,77.19345578
Volvo FH 520,291.9933965,1504.57745,12.46560871,252.9518717,3.509647264,1806.232457,82.33712956,88.08475568,109.442295,291.495351,50.71328821,12.53520842,0.200344569,76.66700439
Volvo FH 520,274.8291634,1439.539056,18.93519411,484.1736197,2.801537907,1895.06422,89.44704277,99.1318343,62.36240252,275.6845487,122.1773018,15.8236191,0.465361534,81.57495734
Ashok Leyland 2518,319.8373754,1073.168607,9.337177056,114.0366229,1.989599478,1386.243338,23.46975161,92.77535524,79.15198288,261.4025951,92.8349334,38.54669232,0.46607749,76.04161228
Volvo FH 520,191.2981462,1277.466459,7.125300629,444.5659882,4.878475538,1186.84022,77.77880958,90.38490665,90.04510719,205.6587892,87.12603555,35.70949018,0.858597861,73.68998114
Volvo FH 520,349.2099424,1985.799478,9.296965712,215.829666,2.68889812,1154.069156,72.84468729,89.37624474,65.81936914,367.0654281,144.2794738,18.22621842,0.549328973,85.50624365
Volvo FH 520,333.8980327,1417.213849,9.246331658,281.4538979,0.43684386,2352.268734,38.65110559,95.31444209,90.0306442,368.9888188,93.37154199,13.69809612,0.170510687,89.9378903
Mahindra Blazo X 35,232.3000191,1069.377909,15.18552155,449.855377,3.875756843,1846.59114,68.78936365,84.83389323,89.77730604,202.6564082,143.4495026,21.26297294,0.597918561,89.02478455
Eicher Pro 6025,251.7717401,2665.648701,9.38925519,111.976141,3.426047207,1083.036171,68.21324035,91.87405366,63.83998732,240.308839,136.2666328,45.37190072,0.855886225,82.60836102
Mahindra Blazo X 35,465.0527685,1541.938546,13.79141745,220.657927,4.291395685,1418.946436,78.97162392,80.18501759,67.27423825,229.0241145,75.42583151,36.70380227,0.329342662,82.93243682
Tata 407,456.5375907,1890.700411,18.66285943,279.8556407,3.229625269,1542.606342,43.33374699,90.85597188,97.09012814,336.1515284,72.16933382,48.06834214,0.244965833,78.93157206
Eicher Pro 6025,404.74922,2657.483357,7.03940767,169.9093997,4.40250281,1857.896982,15.636395,85.42663198,73.41565539,234.8075567,137.7636796,40.03480585,0.492547716,84.36096491
Ashok Leyland 2518,481.7117849,1038.28569,5.602446165,354.6518129,3.452195729,1262.950785,51.1063227,90.57274821,109.8769231,332.3002,95.22171267,38.25187772,0.490700389,80.1330788
Volvo FH 520,240.1185188,2506.853144,15.55411596,238.3393084,2.813494501,2193.673781,66.29669168,98.35844337,99.2107686,337.7475176,58.68455368,41.1215466,0.68899095,74.79026701
Tata 407,329.8601874,2954.290619,19.95310269,111.0990842,0.185156949,1076.413948,37.80105306,93.85151101,113.6557942,336.889354,58.92891156,49.2694796,0.66472349,72.21602563
Tata 407,250.8951839,2077.422905,12.65214825,414.8477345,1.581280415,1876.984962,17.38443399,85.89772083,119.3709245,226.9529633,137.4551467,20.95387797,0.870278095,78.58667595
Volvo FH 520,304.2743181,1185.012482,9.152964031,153.8870306,3.327697672,2258.374441,97.15690663,93.62865862,102.2102245,278.4060303,98.23891669,29.45883061,0.400792542,86.76677049
